,Symbol,2019Q1 Date,2019Q1 Time,2019Q1 Before Open %Change,2019Q1 After Close %Change,2019Q2 Date,2019Q2 Time,2019Q2 Before Open %Change,2019Q2 After Close %Change,2019Q3 Date,2019Q3 Time,2019Q3 Before Open %Change,2019Q3 After Close %Change,2019Q4 Date,2019Q4 Time,2019Q4 Before Open %Change,2019Q4 After Close %Change,2020Q1 Date,2020Q1 Time,2020Q1 Before Open %Change,2020Q1 After Close %Change
406,RSG,2019-02-07,TAS,-0.36,-0.49,2019-04-25,TAS,0.16,0.31,2019-07-25,TAS,0.28,-1.7,,,,,2020-02-13,TAS,-0.23,0.18
407,RTX,,,,,,,,,,,,,,,,,,,,
408,SBAC,2019-02-21,TAS,0.3,-0.64,2019-04-29,TAS,-0.21,-0.1,2019-07-29,TAS,0.07,5.01,2019-10-28,TAS,-0.17,-5.03,2020-02-20,TAS,-0.09,0.1
409,SBUX,2019-01-24,After Market Close,0.27,3.54,2019-04-25,TAS,-0.37,-0.21,2019-07-25,TAS,0.93,5.96,2019-10-30,TAS,0.57,2.99,2020-01-28,TAS,0.36,-0.51
410,SCHW,2019-01-16,Before Market Open,3.16,-0.71,2019-04-15,TAS,3.09,0.51,2019-07-16,Before Market Open,1.74,-0.41,2019-10-15,TAS,3.31,-2.67,2020-01-16,TAS,-0.28,0.2
411,SEE,2019-02-06,Before Market Open,-0.32,3.67,2019-05-01,TAS,0.26,0.23,2019-08-02,TAS,2.07,-1.26,2019-11-06,TAS,-1.82,1.34,2020-02-11,TAS,0.0,0.11
412,SHW,2019-01-31,TAS,-1.29,0.35,2019-04-23,TAS,-0.42,-0.13,2019-07-23,TAS,3.17,0.97,2019-10-22,TAS,1.29,0.55,2020-01-30,TAS,-4.72,-1.5
413,SIVB,2019-01-24,TAS,0.12,4.66,2019-04-25,After Market Close,-0.24,-2.17,2019-07-25,After Market Close,0.0,-0.02,2019-10-24,TAS,0.41,0.35,2020-01-23,After Market Close,-0.48,0.36
414,SJM,2019-02-26,TAS,6.09,1.54,2019-06-06,TAS,-4.26,-0.03,2019-08-27,TAS,-5.25,-0.88,2019-11-22,TAS,1.65,-0.77,2020-02-26,TAS,0.23,-0.16
415,SLB,2019-01-18,TAS,5.99,-1.88,2019-04-18,TAS,1.52,0.18,2019-07-19,TAS,1.44,1.06,2019-10-18,TAS,0.94,-0.28,2020-01-17,TAS,0.59,-1.93
416,SLG,2019-01-23,TAS,0.23,0.0,2019-04-17,TAS,1.25,-0.09,2019-07-17,TAS,0.29,0.94,2019-10-16,TAS,-0.13,-2.0,2020-01-22,TAS,0.27,2.66
417,SNA,2019-02-07,TAS,-6.47,-0.42,2019-04-18,TAS,6.44,-0.54,2019-07-18,TAS,-1.46,0.57,2019-10-17,TAS,-0.04,-0.55,2020-02-06,TAS,1.11,-1.01
418,SNPS,2019-02-20,TAS,0.49,1.05,2019-05-22,After Market Close,-0.8,1.14,2019-08-21,TAS,1.05,2.4,2019-12-04,TAS,0.88,-1.85,2020-02-19,TAS,1.42,-3.59
419,SO,2019-02-20,TAS,0.2,-0.82,2019-05-01,TAS,-1.86,0.15,,,,,2019-10-30,TAS,0.15,-0.1,2020-02-20,TAS,-1.54,-0.26
420,SPG,2019-02-01,TAS,1.35,-0.12,2019-04-30,TAS,-0.48,-0.19,2019-07-29,Before Market Open,0.28,-0.1,2019-10-30,TAS,0.74,0.26,2020-02-04,TAS,-0.92,-0.01
421,SPGI,2019-02-07,TAS,-1.01,-2.68,2019-05-02,TAS,-1.58,-0.06,2019-08-01,TAS,3.15,-0.1,2019-10-29,TAS,2.42,0.04,2020-02-06,TAS,0.75,0.54
422,SRE,2019-02-26,TAS,1.52,0.0,2019-05-07,TAS,0.36,0.5,2019-08-02,TAS,-0.41,0.25,2019-11-01,TAS,1.04,0.01,2020-02-27,TAS,0.47,-2.35
423,STE,2019-02-12,Before Market Open,1.09,-0.22,2019-05-13,TAS,-1.93,1.58,2019-08-05,TAS,-1.64,4.21,Multi,Multi,,,Multi,Multi,,
424,STT,2019-01-18,TAS,6.26,-2.81,2019-04-23,TAS,-2.72,-0.57,2019-07-19,TAS,2.04,-0.32,2019-10-18,TAS,2.35,1.89,2020-01-17,TAS,3.68,-0.98
425,STX,2019-02-04,TAS,-0.6,-4.52,2019-04-30,TAS,5.1,2.94,2019-08-02,TAS,-8.73,-3.05,2019-11-01,TAS,-4.36,0.35,2020-02-04,TAS,2.74,-3.29
426,STZ,2019-01-09,TAS,-11.45,3.68,Multi,Multi,,,,,,,2019-10-03,TAS,-2.79,0.91,2020-01-08,TAS,2.81,0.85
427,SWK,2019-01-22,TAS,-12.41,2.0,2019-04-24,TAS,2.0,-0.7,2019-07-23,TAS,2.3,-0.89,2019-10-24,TAS,-2.33,-0.43,2020-01-29,TAS,-4.3,-0.47
428,SWKS,2019-02-05,TAS,0.52,7.86,,,,,,,,,2019-11-12,TAS,1.54,-5.9,2020-01-23,TAS,0.38,-1.32
429,SYF,2019-01-23,TAS,12.84,1.12,2019-04-18,TAS,1.65,-0.63,2019-07-19,TAS,-0.08,0.4,2019-10-18,TAS,2.12,1.08,2020-01-24,TAS,-5.8,-1.69
430,SYK,2019-01-29,TAS,0.08,9.28,2019-04-23,TAS,0.46,-1.79,2019-07-25,TAS,-0.18,4.07,2019-10-29,TAS,-0.27,-2.51,2020-01-28,TAS,0.13,1.02
431,SYY,2019-02-04,TAS,3.62,-2.01,2019-05-06,TAS,0.68,-0.16,2019-08-12,TAS,3.14,-1.5,2019-11-04,TAS,-0.52,0.04,2020-02-03,TAS,-1.13,-0.68
432,T,2019-01-30,TAS,-2.41,0.44,2019-04-24,TAS,-3.21,-0.49,2019-07-24,TAS,0.28,1.02,2019-10-28,TAS,3.77,0.0,2020-01-29,TAS,-0.21,-1.57
433,TAP,2019-02-12,Before Market Open,-7.88,-0.14,2019-05-01,Before Market Open,-1.87,-0.25,2019-07-31,Before Market Open,-6.76,-1.82,2019-10-30,Before Market Open,-3.14,-0.09,2020-02-12,Before Market Open,5.24,-0.4
434,TDG,2019-02-04,Before Market Open,0.14,6.49,2019-05-07,TAS,-0.95,0.7,2019-08-06,Before Market Open,9.7,0.47,2019-11-19,Before Market Open,-3.33,-0.07,2020-02-04,Before Market Open,1.95,0.25
435,TEL,2019-01-23,TAS,-3.12,-0.37,2019-04-24,TAS,2.34,0.15,2019-07-24,TAS,-1.97,-1.13,2019-10-30,TAS,-3.63,-0.27,2020-01-29,TAS,1.21,-0.92
436,TFC,,,,,,,,,,,,,2019-10-17,TAS,-0.02,-0.04,2020-01-30,TAS,-1.88,-0.52
437,TFX,2019-02-21,TAS,-5.42,0.71,2019-05-02,TAS,2.46,0.36,2019-08-01,TAS,1.51,0.08,2019-10-31,TAS,3.08,-0.17,2020-02-20,TAS,-1.04,-0.4
438,TGT,2019-03-05,TAS,5.26,1.08,2019-05-22,TAS,7.02,0.32,2019-08-21,TAS,16.77,2.32,2019-11-20,TAS,10.35,0.12,2020-03-03,TAS,2.7,1.1
439,TIF,2019-03-22,TAS,-2.22,0.0,Multi,Multi,,,2019-08-28,TAS,-4.58,0.13,2019-12-05,TAS,-0.09,0.05,2020-03-20,TAS,1.59,-1.15
440,TJX,2019-02-27,TAS,0.16,0.45,2019-05-21,TAS,1.0,-1.69,2019-08-20,TAS,-2.95,1.48,2019-11-19,TAS,1.23,-0.13,2020-02-26,TAS,7.37,-3.48
441,TMO,2019-01-30,TAS,0.79,-0.6,2019-04-24,TAS,0.4,-0.21,2019-07-24,TAS,-1.57,0.33,2019-10-23,TAS,6.25,-0.54,2020-01-30,TAS,-3.56,0.74
442,TMUS,2019-02-07,TAS,1.58,-0.94,2019-04-25,TAS,-0.86,2.78,Multi,Multi,,,2019-10-28,TAS,0.48,-1.4,2020-02-06,TAS,0.42,0.72
443,TPR,2019-02-07,TAS,-14.22,0.0,,,,,2019-08-15,TAS,-12.4,-3.29,2019-11-05,TAS,-2.3,-0.96,2020-02-06,TAS,5.14,-3.62
444,TROW,2019-01-30,TAS,-2.95,0.29,2019-04-24,TAS,3.93,-0.15,2019-07-24,TAS,-0.89,0.12,2019-10-24,TAS,2.37,0.17,2020-01-29,TAS,2.17,-2.73
445,TRV,2019-01-22,TAS,-0.41,0.25,2019-04-18,TAS,2.12,-0.4,2019-07-23,TAS,-0.81,0.07,2019-10-22,TAS,-6.58,-0.06,2020-01-23,TAS,-3.57,-0.34
446,TSCO,2019-01-31,TAS,-3.55,0.67,2019-04-25,TAS,0.71,0.04,2019-07-25,TAS,-6.66,0.5,2019-10-24,TAS,2.99,-0.97,2020-01-30,TAS,-6.55,1.14
447,TSN,2019-02-07,TAS,-0.97,-0.91,2019-05-06,TAS,-0.4,0.12,2019-08-05,TAS,4.24,0.84,2019-11-12,TAS,1.09,0.46,2020-02-06,TAS,-3.7,0.0
448,TT,,,,,,,,,,,,,,,,,2020-01-29,TAS,8.67,-0.66
449,TTWO,2019-02-06,TAS,-9.81,0.03,2019-05-13,After Market Close,-2.12,1.04,2019-08-05,TAS,-2.2,8.24,,,,,2020-02-06,TAS,0.24,-9.19
450,TWTR,2019-02-07,TAS,-8.75,-1.07,2019-04-23,TAS,7.39,0.23,2019-07-26,TAS,5.12,-0.05,2019-10-24,TAS,-17.95,0.39,2020-02-06,TAS,9.4,-2.03
451,TXN,2019-01-23,TAS,0.26,2.59,2019-04-23,TAS,0.39,-1.19,2019-07-23,TAS,0.86,5.36,2019-10-22,TAS,-0.5,-9.15,2020-01-22,TAS,0.89,-1.44
452,TXT,2019-01-24,TAS,7.44,1.48,2019-04-17,TAS,5.52,0.28,2019-07-17,TAS,-2.83,-0.25,2019-10-17,TAS,-6.48,0.0,2020-01-29,TAS,3.85,-1.23
453,UA,,,,,,,,,,,,,,,,,,,,
454,UAA,2019-02-12,TAS,-2.89,1.53,2019-05-02,TAS,8.71,0.0,2019-07-30,TAS,-16.76,-1.04,2019-11-04,TAS,-15.66,0.64,2020-02-11,TAS,-16.48,1.21
455,UAL,2019-01-15,TAS,0.85,6.96,2019-04-16,After Market Close,0.34,3.25,2019-07-16,After Market Close,0.54,0.12,2019-10-15,TAS,0.36,1.67,2020-01-21,TAS,-2.03,1.12
456,UDR,2019-02-12,TAS,0.0,-0.57,2019-04-30,TAS,-0.09,-0.04,2019-07-30,TAS,-0.04,-0.11,2019-10-29,TAS,-0.14,0.18,2020-02-11,TAS,0.22,0.04
457,UHS,2019-02-27,TAS,-0.19,0.16,2019-04-25,TAS,-0.54,-2.21,2019-07-25,TAS,-0.18,6.3,2019-10-24,TAS,0.43,-4.66,2020-02-26,TAS,0.56,-0.8
458,ULTA,2019-03-14,TAS,0.09,4.95,2019-05-30,After Market Close,1.73,-4.0,2019-08-29,TAS,2.16,-25.08,2019-12-05,TAS,0.7,8.83,2020-03-12,TAS,-10.08,14.43
459,UNH,2019-01-15,TAS,0.78,0.72,2019-04-16,TAS,3.39,1.28,2019-07-18,TAS,-0.38,0.19,2019-10-15,TAS,5.49,-0.96,2020-01-15,TAS,0.27,0.54
460,UNM,2019-02-05,TAS,0.26,1.53,2019-04-30,TAS,-0.03,-0.3,2019-07-30,TAS,-0.77,0.61,2019-10-29,TAS,-0.63,-1.5,Multi,Multi,,
461,UNP,2019-01-24,TAS,3.7,0.7,2019-04-18,TAS,3.5,0.03,2019-07-18,TAS,5.66,0.09,2019-10-17,TAS,-0.73,-0.31,2020-01-23,TAS,1.42,-0.56
462,UPS,2019-01-31,TAS,4.26,0.3,2019-04-25,TAS,-4.23,-0.21,2019-07-24,TAS,4.56,0.8,2019-10-22,TAS,-2.27,-0.6,2020-01-30,TAS,-3.02,-0.15
463,URI,2019-01-23,TAS,0.93,4.74,2019-04-17,TAS,0.46,7.59,2019-07-17,TAS,-0.68,-6.08,2019-10-16,TAS,-0.56,1.48,2020-01-29,TAS,0.66,-1.45
464,USB,2019-01-16,TAS,0.6,-0.29,2019-04-17,TAS,-1.85,-0.12,2019-07-17,TAS,0.02,0.37,2019-10-16,TAS,2.03,0.42,2020-01-15,TAS,-1.98,-0.4
465,V,2019-01-30,TAS,0.81,-2.33,2019-04-24,TAS,0.06,-0.6,2019-07-23,TAS,0.18,-0.06,2019-10-24,TAS,1.23,-0.7,2020-01-30,TAS,-0.42,-3.23
466,VAR,2019-01-23,TAS,0.26,1.01,2019-04-24,TAS,-0.11,-3.0,2019-07-24,TAS,0.22,-4.44,2019-10-23,TAS,0.49,9.8,2020-01-29,TAS,0.29,-4.17
467,VFC,2019-01-18,TAS,12.23,-0.17,2019-05-22,TAS,-6.94,-0.05,2019-07-24,TAS,2.33,-0.24,2019-10-25,TAS,-6.52,0.65,2020-01-23,TAS,-7.16,0.41
468,VIAC,,,,,,,,,,,,,2019-11-14,TAS,0.95,0.77,,,,
469,VLO,2019-01-31,TAS,5.66,0.2,2019-04-25,TAS,0.02,-0.61,2019-07-25,TAS,0.01,-0.29,2019-10-24,TAS,1.55,1.12,2020-01-30,TAS,-0.6,-0.71
470,VMC,2019-02-14,TAS,7.3,0.88,2019-05-02,TAS,3.83,0.41,2019-07-25,TAS,1.51,0.52,2019-11-06,TAS,-5.34,0.91,2020-02-18,TAS,-2.88,-0.52
471,VNO,2019-02-11,TAS,0.11,-1.8,2019-04-29,TAS,-0.39,0.26,2019-07-29,TAS,0.33,1.56,Multi,Multi,,,2020-02-18,TAS,0.0,0.53
472,VRSK,2019-02-19,TAS,-0.37,-2.03,2019-04-30,TAS,0.17,-0.41,2019-07-30,TAS,-0.41,0.0,2019-10-29,TAS,-0.53,-2.63,2020-02-18,TAS,-0.34,-3.54
473,VRSN,2019-02-07,TAS,-0.7,0.55,2019-04-25,TAS,-0.34,2.76,2019-07-25,TAS,-0.42,-0.54,2019-10-24,TAS,-0.09,6.91,2020-02-06,TAS,0.56,-3.66
474,VRTX,2019-01-29,After Market Close,0.04,-0.29,2019-04-30,TAS,0.82,-0.13,2019-07-31,TAS,-0.44,4.08,,,,,2020-01-30,TAS,-0.68,3.62
475,VTR,2019-02-08,TAS,-0.92,-0.28,2019-04-26,TAS,1.14,0.02,2019-07-26,TAS,0.19,0.66,2019-10-25,TAS,-3.04,-2.95,2020-02-20,TAS,-0.68,0.08
476,VZ,2019-01-29,TAS,-2.63,-0.34,2019-04-23,TAS,-1.28,0.33,2019-08-01,TAS,3.33,-0.27,2019-10-25,TAS,0.03,0.13,2020-01-30,TAS,-1.39,-0.03
477,WAB,2019-02-25,TAS,0.12,-2.22,2019-04-25,TAS,0.87,0.27,2019-07-30,TAS,0.35,-0.1,2019-10-31,TAS,5.62,0.63,2020-02-18,TAS,-0.34,0.06
478,WAT,2019-01-23,TAS,9.99,-0.06,2019-04-23,TAS,-15.97,-0.18,2019-07-30,TAS,-4.2,0.32,2019-10-29,TAS,-6.46,-0.51,2020-02-04,TAS,-5.11,1.23
479,WBA,,,,,Multi,Multi,,,,,,,2019-10-28,TAS,1.12,-0.45,2020-01-08,TAS,-5.46,-0.07
480,WDC,2019-01-24,TAS,2.79,13.35,2019-04-29,TAS,-0.61,-2.32,2019-07-31,TAS,-1.29,5.05,2019-10-30,TAS,0.22,-7.8,2020-01-30,TAS,-2.05,3.29
481,WEC,2019-02-12,TAS,0.31,-1.0,2019-04-25,TAS,-0.35,0.72,2019-08-05,TAS,0.06,0.22,2019-11-06,TAS,0.1,-1.21,2020-01-30,TAS,0.5,-0.11
482,WELL,2019-02-12,TAS,-0.06,-0.44,2019-04-30,TAS,0.19,0.36,2019-07-31,TAS,-0.26,-0.42,2019-10-28,TAS,-0.11,5.78,2020-02-12,TAS,0.05,-0.1
483,WFC,2019-01-15,TAS,-1.69,1.01,2019-04-12,TAS,0.02,-1.33,2019-07-16,TAS,0.02,-0.22,2019-10-15,TAS,0.02,-0.14,2020-01-14,TAS,-3.61,-0.95
484,WHR,2019-01-28,TAS,-1.54,-5.24,2019-04-22,TAS,0.23,3.42,2019-07-22,TAS,0.53,-0.92,2019-10-22,TAS,0.73,-3.74,2020-01-27,TAS,-2.14,1.87
485,WLTW,2019-02-06,TAS,-0.38,-1.89,2019-04-30,TAS,-0.11,-3.95,2019-07-30,TAS,-0.14,1.01,,,,,2020-02-05,TAS,0.65,-5.12
486,WM,2019-02-14,TAS,-1.08,1.07,2019-04-25,TAS,0.84,0.24,2019-07-25,TAS,0.0,0.07,2019-10-23,TAS,-0.25,0.12,2020-02-13,TAS,-0.49,0.3
487,WMB,2019-02-13,TAS,0.56,-0.92,,,,,Multi,Multi,,,2019-10-30,TAS,-0.09,-0.35,2020-02-19,TAS,0.28,1.86
488,WMT,2019-02-19,TAS,2.39,-0.38,2019-05-16,TAS,2.95,-1.06,2019-08-15,TAS,5.96,1.23,2019-11-14,TAS,2.99,0.02,2020-02-18,TAS,0.49,-0.11
489,WRB,2019-01-29,TAS,-0.11,1.18,2019-04-23,TAS,0.0,-0.96,2019-07-23,TAS,-0.06,3.12,2019-10-22,TAS,-0.62,5.82,2020-01-28,TAS,0.22,0.65
490,WRK,Multi,Multi,,,2019-04-30,Before Market Open,-0.03,0.42,2019-08-01,TAS,0.75,-0.94,2019-11-07,TAS,1.22,-0.69,2020-01-30,TAS,-0.52,-1.12
491,WU,2019-02-07,TAS,-0.27,-3.66,2019-05-07,TAS,-0.94,-3.75,2019-08-01,TAS,-0.05,-3.22,2019-10-31,TAS,-0.16,0.72,2020-02-11,TAS,0.32,-6.73
492,WY,2019-02-01,TAS,0.0,-0.86,2019-04-26,TAS,1.6,-0.66,2019-07-26,TAS,1.52,0.19,2019-10-25,TAS,-0.75,0.38,2020-01-31,TAS,-2.99,0.41
493,WYNN,2019-01-30,TAS,1.15,2.95,,,,,,,,,,,,,2020-02-06,TAS,1.0,-3.83
494,XEL,2019-01-31,TAS,0.06,-0.17,2019-04-25,TAS,-0.58,0.38,2019-08-01,TAS,-1.19,0.21,2019-10-24,TAS,0.82,0.2,2020-01-30,TAS,-0.24,0.36
495,XLNX,2019-01-23,TAS,0.61,9.55,2019-04-24,TAS,0.22,-9.57,2019-07-24,TAS,0.09,-5.4,2019-10-23,TAS,-1.28,-1.74,2020-01-28,TAS,0.92,-7.21
496,XOM,2019-02-01,TAS,2.24,-0.21,2019-04-26,TAS,-2.37,-0.46,2019-08-02,TAS,0.21,-1.35,2019-11-01,TAS,1.21,0.68,2020-01-31,TAS,-2.45,-1.19
497,XRAY,2019-03-01,TAS,12.52,0.16,2019-05-03,TAS,3.79,-1.4,2019-08-02,TAS,-5.36,-0.53,2019-11-07,TAS,4.61,0.05,2020-03-02,TAS,0.67,-1.05
498,XRX,2019-01-29,TAS,5.6,1.96,2019-04-25,TAS,-1.04,-0.09,2019-07-30,TAS,-1.12,-1.19,Multi,Multi,,,Multi,Multi,,
499,XYL,2019-01-31,TAS,1.42,0.51,,,,,,,,,2019-10-31,TAS,-4.83,1.03,2020-02-06,TAS,-7.54,0.29
500,YUM,2019-02-07,TAS,-5.38,-0.64,2019-05-01,TAS,-2.77,-0.36,2019-08-01,TAS,3.23,-0.2,2019-10-30,TAS,-6.59,-0.3,2020-02-06,TAS,-4.48,-1.91
501,ZBH,2019-02-01,TAS,5.2,0.28,2019-04-26,TAS,0.22,-0.94,2019-07-26,TAS,5.32,1.14,2019-11-05,TAS,3.27,1.49,2020-02-04,TAS,2.96,0.03
502,ZBRA,2019-02-14,TAS,1.04,1.11,2019-04-30,TAS,-0.44,0.53,2019-07-30,TAS,8.99,-1.21,2019-10-29,TAS,0.17,0.0,2020-02-13,TAS,-7.93,2.26
503,ZION,Multi,Multi,,,2019-04-22,After Market Close,-0.44,-0.19,2019-07-22,TAS,-0.37,-6.81,2019-10-21,After Market Close,1.05,6.2,2020-01-20,After Market Close,-0.32,1.36
504,ZTS,2019-02-14,TAS,0.86,0.71,,,,,,,,,,,,,2020-02-13,TAS,-0.73,0.0
